景区名称,级别,地区,热度,简介,价格,月销量,城市,图片
人民英雄纪念碑,无,[北京·北京·天安门广场],0.0,祖国的象征建筑之一,38,100,北京,https://imgs.qunarzz.com/sight/p0/1412/1c/91a7096eda62ce90e577b2c48a79b8f7.water.jpg_280x200_bf98f38d.jpg
纪晓岚故居,无,[北京·北京·西城区],0.7,院内百年古藤罗很有名气,10,66,北京,https://imgs.qunarzz.com/sight/p0/1501/74/74d53f8af592681a.water.jpg_280x200_1d2d363c.jpg
朝阳公园恐龙王国历险城,无,[北京·北京·朝阳公园],0.0,感受恐龙生活的逼真场景,28,83,北京,https://imgs.qunarzz.com/sight/p0/2206/d9/d955689af386577da3.water.jpg_280x200_26327aa4.jpg
古观象台,无,[北京·北京·东城区],0.7,明清两代的天文台,5,73,北京,https://imgs.qunarzz.com/sight/p0/1412/5e/6c75ca5a2a6396af17d0093870adba0d.water.jpg_280x200_fca55a42.jpg
南宫蹦床乐园,无,[北京·北京·丰台区],0.0,给自己一个享受置空感的机会,69,85,北京,https://imgs.qunarzz.com/sight/p0/1811/f9/f918b3de3f1f3d21a3.img.jpg_280x200_019d2297.jpg
北京怀北国际汽车营地,无,[北京·北京·怀柔区],0.0,北京怀北国际汽车营地是集露营、房车、休闲、食宿、户外、大型户外活动、户外草地婚礼等为一体的自驾车主题度假营地。营地规划总,58,10,北京,https://imgs.qunarzz.com/sight/p0/201403/10/ed517df96778ff10d40db168fa2ec174.jpg_280x200_0be58fc2.jpg
南宫民族养生温泉,无,[北京·北京·南宫旅游景区],0.0,数十个不同特色的温泉汤池,66,356,北京,https://imgs.qunarzz.com/sight/p0/1903/f3/f32aa7217d1a44d4a3.img.jpg_280x200_fde97c21.jpg
亚瑟王国,无,[北京·北京·顺义区],0.0,北京亚瑟王国有3个区域，分别为海洋乐园、萌宠乐园、儿童乐园。北京市顺义区大型海洋陆地动物宠物乐园，萌宠区域总计13种以上,108,22,北京,https://imgs.qunarzz.com/sight/p0/2106/d2/d25181490d658ea6a3.img.png_280x200_6f70a7e0.png
云佛滑雪场,无,[北京·北京·云佛山度假村],0.7,三面环山、环境优美,1299,186,北京,https://imgs.qunarzz.com/sight/p0/1711/f7/f7bf42e9910aa1a3.img.jpg_280x200_7a14109d.jpg
云居滑雪场,无,[北京·北京·房山区],0.0,溜冰爱好者的好去处,160,370,北京,https://imgs.qunarzz.com/sight/p0/1611/4f/4f0b3113ec2515a6a3.img.png_280x200_bf30b8d7.png
通州运河公园,无,[北京·北京·通州区],0.0,坐游船赏两岸美景，休闲惬意,39,6,北京,https://imgs.qunarzz.com/sight/p0/201301/17/4aafcc4614bcc71493835fbb.jpg_280x200_d8c3164f.jpg
春晖园温泉度假村,无,[北京·北京·顺义区],0.7,泡温泉品地道川菜,123,188,北京,https://imgs.qunarzz.com/sight/p0/1411/43/dea8b51719a4a69b68777baa68c146e4.water.jpg_280x200_178b01ef.jpg
永宁古城,无,[北京·北京·龙庆峡],0.0,京郊古镇，中央有座玉皇阁,98,10,北京,https://imgs.qunarzz.com/sight/p0/1508/15/81aece925a08c22ace348cbb156e0212.water.jpg_280x200_51d0219b.jpg
华彬生态园滑雪场,无,[北京·北京·昌平区],0.0,北京华彬生态园滑雪场总占地面积20万平方米，在雪道的设计上除了为初学者设计了标准初级、中级和单双板板公园滑道外，为支持2,49,8,北京,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
亚布洛尼滑雪场,无,[北京·北京·朝阳公园],0.0,雪质优良、避风性好,98,72,北京,https://imgs.qunarzz.com/sight/p0/1502/44/440272d486a34583.water.jpg_280x200_ef3943f7.jpg
周口店北京猿人遗址公园,无,[北京·北京·房山区],0.7,古动物化石和文化遗迹众多,25,26,北京,https://imgs.qunarzz.com/sight/p0/1412/7a/2d31d1af58c89aa6edf7a114bd89ed98.water.jpg_280x200_876d92e3.jpg
北京温榆河公园,无,[北京·北京·朝阳区],0.0,北京温榆河公园位于北京市中心城区东北部，朝阳、顺义、昌平三区交界地区，温榆河清河两河交汇之处，城市副中心上游，规划范围3,100,30,北京,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/01026120008ijikna1C11.jpg_280x200_b5295880.jpg
蓝调薰衣草庄园,无,[北京·北京·朝阳区],0.0,观赏百亩薰衣草田,68,67,北京,https://imgs.qunarzz.com/sight/p0/1602/26/261d2a6e149d36cf90.water.jpg_280x200_00c6fdb5.jpg
莲花池公园,无,[北京·北京·丰台区],0.7,保留原始风光的游览之地,7,62,北京,https://imgs.qunarzz.com/wugc/p1/201204/20/2a939e75084bc00e93835fbb.jpg_280x200_a1529ba9.jpg
鸟巢,无,[北京·北京·奥林匹克公园],0.8400000000000001,新北京的标志性建筑,36,510,北京,https://imgs.qunarzz.com/sight/p0/1908/3d/3d0e742e081bc385a3.img.jpg_280x200_b1d89974.jpg
小龙门森林公园,无,[北京·北京·门头沟区],0.7,"消夏避暑好去处,享受天然的“森林浴”",7,63,北京,https://imgs.qunarzz.com/sight/p0/201408/02/2de3ad6c40af9d0a2b3d7222d1144927.jpg_280x200_c0e7acea.jpg
中国美术馆,无,[北京·北京·东城区],0.72,艺术展览更新频繁,24.8,108,北京,https://imgs.qunarzz.com/sight/p0/1412/d4/1dcc87e2b7081169e8dc65fdd3a54e63.water.jpg_280x200_ab4c735c.jpg
乐仕堡乐园（奥森店）,无,[北京·北京·奥林匹克公园],0.0,乐仕堡占地19亩，竹节围栏和人工草坪作为基础设施，将整个园区规划五个板块，分别用不同的颜色区分各个不同的区域和功能。19,9.9,4,北京,https://imgs.qunarzz.com/sight/p0/2102/ed/ed0a5a24aae47dc8a3.img.jpg_280x200_8c583140.jpg
北京独角兽星空艺术馆,无,[北京·北京·王府井商业街],0.0,场面庞大，灯光精美绝伦,49.9,39,北京,https://imgs.qunarzz.com/sight/p0/1912/f7/f7ce655a97037e65a3.water.jpg_280x200_74f0f1cc.jpg
西山启梦亲子乐园,无,[北京·北京·海淀区],0.0,西山启梦亲子乐园地处北京海淀区，环境宜人，绿水岸边、交通便利、空气新鲜。参天的白杨树林、绿草坪、小竹楼、山石清泉，鸟语花,1649,69,北京,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
月坛公园,无,[北京·北京·西城区],0.7,帝王祭祀月亮神的坛庙,1,33,北京,https://imgs.qunarzz.com/sight/p0/201302/01/4dd49eddc00378a7c8d65eac.jpg_280x200_2d97cd56.jpg
呀路古热带植物园,无,[北京·北京·大兴区],0.0,在北方畅享热带风光,59,56,北京,https://imgs.qunarzz.com/sight/p0/1510/f1/f13797b008eed4d190.img.jpg_280x200_d3ff7c05.jpg
赛纳河休闲商务会馆（立水桥店）,无,[北京·北京·朝阳区],0.0,超五星级豪华休闲娱乐旗舰,34.99,72,北京,https://imgs.qunarzz.com/sight/p0/201307/19/d054edb480938c10c8d65eac.jpg_280x200_2d8ee258.jpg
国家速滑馆,无,[北京·北京·朝阳区],0.0,位于北京市朝阳区，是北京冬奥会新建的冰上竞赛场馆，其外观的‘丝带飞舞’象征着大道速滑，“冰丝带”玻璃幕墙流光溢彩，馆内，,40,6,北京,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0106w120009dzso3hDE17.jpg_280x200_a321a4e1.jpg
什刹海,无,[北京·北京·西城区],0.78,历史街区与时尚夜生活,138,476,北京,https://imgs.qunarzz.com/sight/p0/1603/85/85c883189bf7293390.water.jpg_280x200_87959a12.jpg
大觉寺,无,[北京·北京·海淀区],0.7,以春季玉兰秋季银杏闻名,1.4,14,北京,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0106912000825wwt76E65.jpg_280x200_3ceb19d8.jpg
中国人民革命军事博物馆,无,[北京·北京·海淀区],0.7,参观众多武器装备,108,406,北京,https://imgs.qunarzz.com/sight/p0/1409/21/c71fa73b1aebf1333a0a3c487bbffa0f.jpg_280x200_161f7492.jpg
Hi-Fun竞技主题乐园,无,[北京·北京·海淀区],0.0,综合性大型室内主题乐园,168,30,北京,https://imgs.qunarzz.com/sight/p0/1808/98/98feb56a8c2abf55a3.img.jpg_280x200_8f5c1216.jpg
南宫五洲植物乐园,无,[北京·北京·丰台区],0.0,感受绿色生态的游乐园,156,476,北京,https://imgs.qunarzz.com/sight/p0/1903/1d/1d39456f37ef03a4a3.img.jpg_280x200_99dceff9.jpg
神路,无,[北京·北京·明十三陵],0.0,参观一系列的神道墓仪设施,20,65,北京,https://imgs.qunarzz.com/sight/p0/201403/11/3026fba2ca59fd488de864103f6c87db.jpg_280x200_52ac1e57.jpg
中国地质博物馆,无,[北京·北京·西城区],0.7,观赏珍贵的史前生物化石,30,4,北京,https://imgs.qunarzz.com/sight/p0/1409/21/c27f29d84387ca1d78c34d821034f66b.jpg_280x200_def92187.jpg
中国国家大剧院,无,[北京·北京·西城区],0.7,参观美丽的水滴建筑,27,180,北京,https://imgs.qunarzz.com/sight/p0/1503/18/182e0de85faa2bc6.water.jpg_280x200_a37363e8.jpg
明昭陵,无,[北京·北京·明十三陵],0.7,在明十三陵中具有代表性,20,62,北京,https://imgs.qunarzz.com/sight/p0/201403/11/a6efec9530fecd05728985d55188e898.jpg_280x200_7a573e7f.jpg
兴隆公园,无,[北京·北京·朝阳区],0.0,在人工湖内划船游览,29.9,2,北京,https://imgs.qunarzz.com/sight/p0/1503/4e/4ee9b9d34db83bb6.water.jpg_280x200_bdbe8bcf.jpg
大兴世界月季主题园,无,[北京·北京·大兴区],0.0,感受漫步月季花海中的浪漫,24,42,北京,https://imgs.qunarzz.com/sight/p0/1607/49/4982f8827fa2beacb4.water.jpg_280x200_c7cc9a41.jpg
箭扣长城,无,[北京·北京·怀柔区],0.7,险峻秀美、古朴自然,6,2,北京,https://imgs.qunarzz.com/wugc/p249/201204/20/fa3f6a876da21f2393835fbb.jpg_280x200_5e5316b9.jpg
毛主席纪念堂,无,[北京·北京·东城区],0.76,纪念开国伟人的地方,38,38,北京,https://imgs.qunarzz.com/sight/p0/201307/17/2b2ee1795547b563c8d65eac.jpg_280x200_3a5d6710.jpg
银狐洞,无,[北京·北京·房山区],0.7,银狐洞距北京70公里，洞长超过5000米，现已开发的近3000米，是开放的大型水旱洞为一体的溶洞型自然旅游景区。其中主洞,65,85,北京,https://imgs.qunarzz.com/sight/p0/1503/a1/a10ec7babda7ae47.water.jpg_280x200_a72fbab5.jpg
灵水村,无,[北京·北京·门头沟区],0.7,《爸爸去哪儿》取景地,20,97,北京,https://imgs.qunarzz.com/sight/p0/1603/8d/8d8fb39b7ccc885090.water.jpg_280x200_0e960c49.jpg
灵慧山,无,[北京·北京·怀柔区],0.0,家庭亲子游的理想去处,1.3,62,北京,https://imgs.qunarzz.com/sight/p0/1603/47/470743a003aecbf490.water.jpg_280x200_6828de67.jpg
南宫温泉水世界,无,[北京·北京·南宫旅游景区],0.0,室内全年恒温28℃,89,158,北京,https://imgs.qunarzz.com/sight/p0/1503/dc/dc651cd2e01fb900.img.jpg_280x200_55fb8e22.jpg
北京延庆奥林匹克园区,无,[北京·北京·延庆县],0.0,冬奥会，残奥会旧址,70,4,北京,https://imgs.qunarzz.com/sight/p0/2204/8d/8dbeff02df348304a3.water.jpg_280x200_2d768112.jpg
中家鑫园温泉,无,[北京·北京·顺义区],0.0,体味一番林泉之趣,138,24,北京,https://imgs.qunarzz.com/sight/p0/1511/1a/1a6ec045d43efd7490.water.jpg_280x200_ab994e58.jpg
碧云寺,无,[北京·北京·香山公园已下线子景点],0.0,具有明代建筑特点的碧云寺基本形成,10,94,北京,https://imgs.qunarzz.com/sight/p0/201403/14/03c0110ad168fc703d8e57b71ccaafa9.jpg_280x200_a16016bf.jpg
乐仕堡拓展中心（兴隆公园店）,无,[北京·北京·朝阳区],0.0,都市体验野外丛林穿行、极限攀爬,19.9,89,北京,https://imgs.qunarzz.com/sight/p0/1503/d3/d35e175fcbd1d179.water.jpg_280x200_515745ba.jpg
青山园景区,无,[北京·北京·延庆县],0.0,露营、烧烤、采摘乐趣无穷,27,47,北京,https://imgs.qunarzz.com/sight/p0/1807/9a/9a5f6e853b058172a3.img.jpg_280x200_fc2b4851.jpg
国子监,无,[北京·北京·东城区],0.74,明清两代的国家教育部门,0.1,40,北京,https://imgs.qunarzz.com/sight/p0/1602/38/384b964bd06d6b5490.water.jpg_280x200_96014d17.jpg
御都隆泉,无,[北京·北京·大兴区],0.0,御都隆泉洗浴坐落于北京市大兴区，成立于2020年，其装修风格为新中式，内设有桑拿区、自助餐厅、儿童娱乐区、休息区、按摩保,49,4,北京,https://imgs.qunarzz.com/sight/p0/2011/96/96609cfcd3214491a3.img.jpg_280x200_1489afbd.jpg
田妈妈蘑法森林,无,[北京·北京·海淀区],0.0,户外森林亲子乐园。,30,47,北京,https://imgs.qunarzz.com/sight/p0/1807/a7/a70c217f59560048a3.img.jpg_280x200_8b681bf7.jpg
绿野仙踪郊野乐园,无,[北京·北京·丰台区],0.0,,28,64,北京,https://imgs.qunarzz.com/sight/p0/2204/37/37f80cb355b4860a3.water.jpg_280x200_8b358d93.jpg
冶仙塔,无,[北京·北京·密云县],0.7,占地面积为一千多亩,48.6,22,北京,https://imgs.qunarzz.com/sight/p0/1604/d8/d8fab965d1406ddd90.water.jpg_280x200_70f91965.jpg
朝阳公园勇敢者游乐园,无,[北京·北京·朝阳公园],0.0,在欢乐的游戏项目中，回味童年美好回忆,1.1,72,北京,https://imgs.qunarzz.com/sight/p0/1506/5f/5fd9d798fc546ddc.water.jpg_280x200_09064ecc.jpg
卢沟桥,无,[北京·北京·丰台区],0.7,工程浩大，建筑宏伟，结构精良，工艺高超,6,46,北京,https://imgs.qunarzz.com/sight/p0/1412/68/d540000b58dd2ebb5ed30744ad5ce9fa.water.jpg_280x200_baade841.jpg
美懋蹦床乐园,无,[北京·北京·顺义区],0.0,综合性运动蹦床乐园,15,16,北京,https://imgs.qunarzz.com/sight/p0/1810/91/9108a87d439da459a3.img.jpg_280x200_b9a186b9.jpg
报国寺,无,[北京·北京·西城区],0.7,寺内拥有多个重点保护文物,5,4,北京,https://imgs.qunarzz.com/sight/p0/1412/c5/ec804041174c6a28cde6ffd964f0ab54.water.jpg_280x200_46b402e6.jpg
德胜门箭楼,无,[北京·北京·西城区],0.0,曾是北京重要的城防阵地,3,85,北京,https://imgs.qunarzz.com/sight/p0/1412/51/84e0e5b86abdb86d7b9ef399c174d7f3.water.jpg_280x200_1781d18f.jpg
醇亲王府,无,[北京·北京·西城区],0.7,纳兰明珠和醇亲王府邸,6,87,北京,https://imgs.qunarzz.com/sight/p0/1411/d2/621b1365178676cf648400575148480f.water.jpg_280x200_94a3d168.jpg
蓝调庄园滑雪场,无,[北京·北京·朝阳区],0.0,体验趣味十足的雪上飞碟,68,2,北京,https://imgs.qunarzz.com/sight/p0/1512/4f/4f7f161fcfb314d890.img.jpg_280x200_a4a1709c.jpg
九华山庄,无,[北京·北京·昌平区],0.0,古典园林风格的温泉胜地,108,64,北京,https://imgs.qunarzz.com/sight/p0/1603/c3/c3e5a432d7798f5890.water.jpg_280x200_77fa8da5.jpg
爨底下村,无,[北京·北京·门头沟区],0.7,电影《投名状》取景地,5,94,北京,https://imgs.qunarzz.com/wugc/p234/201204/20/b149186b26c181cc93835fbb.jpg_280x200_4b6f4ba9.jpg
北京龙潭公园中心岛剧场,无,[北京·北京·龙潭湖公园],0.0,四周湖面环绕，周围树木茂密,5,31,北京,https://imgs.qunarzz.com/sight/p0/1503/d0/d04ed41debd9a1f6.water.jpg_280x200_5f79dc44.jpg
御林古桑园,无,[北京·北京·大兴区],0.7,补血滋阴，生津止渴，补肝益肾、调节睡眠,5,60,北京,https://imgs.qunarzz.com/sight/p0/1409/22/20b72fce773924546f65b4e902230bf1.jpg_280x200_f2d2fb1e.jpg
特佳游泳馆,无,[北京·北京·朝阳区],0.0,罕见的空中阳光泳池，四季如春，池水清澈,45,81,北京,https://imgs.qunarzz.com/sight/p0/201306/21/e3a5e4db1712b5d0c8d65eac.jpg_280x200_908399fb.jpg
百瑞谷风景区,无,[北京·北京·房山区],0.0,品佛教文化、观山水古寺,6,80,北京,https://imgs.qunarzz.com/sight/p0/1808/d3/d3fb2e16d60f470da3.img.jpg_280x200_f5d99447.jpg
灵溪风景区,无,[北京·北京·妙峰山],0.0,草木葱郁，流水潺潺,36,55,北京,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
碣石村,无,[北京·北京·门头沟区],0.0,观赏历史悠久的古槐,6,94,北京,https://imgs.qunarzz.com/sight/p0/201304/12/ab3516824c782c93c8d65eac.jpg_280x200_448f2040.jpg
坡峰岭,无,[北京·北京·房山区],0.0,秋季赏黄栌漫天红叶,7,89,北京,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/100q0y000000ltzecAF18.jpg_280x200_8d22d3d0.jpg
石花洞月亮山景区,无,[北京·北京·石花洞国家地质公园],0.0,石花洞风景区内的综合型山庄,7,59,北京,https://imgs.qunarzz.com/sight/p0/1612/78/78873bf8e5322d83a3.img.jpg_280x200_85ef4fda.jpg
精灵谷,无,[北京·北京·密云县],0.7,天然幽谷，众多潭池和奇石,7,87,北京,https://imgs.qunarzz.com/sight/p0/201403/07/989f64dc6fc73ba882ab41397b7b2a0e.jpg_280x200_c75cf1f9.jpg
西山温泉,无,[北京·北京·海淀区],0.0,29种富矿温泉,199,268,北京,https://imgs.qunarzz.com/sight/p0/1611/96/96c7b547622c8334a3.img.jpg_280x200_57344953.jpg
北京慈善寺,无,[北京·北京·石景山区],0.0,道释合一的古寺庙，冯玉祥曾三次隐居于此,8,31,北京,https://imgs.qunarzz.com/sight/p0/201406/23/8293799eca075fd9bf438676b7ddeece.jpg_280x200_99681d39.jpg
北京浴汀湾洗浴,无,[北京·北京·大兴区],0.0,北京市明发大众洗浴有限公司，地处北京市大兴区纪百户街18号院1号楼，总建筑面积5000平方米，地下一层，周边环境：距离地,48,71,北京,https://imgs.qunarzz.com/sight/p0/1912/4a/4ad012352c30bfb8a3.img.jpg_280x200_5b8fe759.jpg
北京爱沐汤泉,无,[北京·北京·石景山区],0.0,北京爱沐汤泉位于石景山区鲁谷东街甲26号，营业面积20000余平方米，交通便捷，是一家集温泉、汗蒸、餐饮、客房为一体的综,99,74,北京,https://imgs.qunarzz.com/sight/p0/2204/3f/3f27c1abccb745ca3.img.jpg_280x200_f3f3f1a6.jpg
尚隐·泉都市生活馆,无,[北京·北京·丰台区],0.0,韩式风格的温泉会馆,98,158,北京,https://imgs.qunarzz.com/sight/p0/1603/e1/e13a45f300d183c90.img.jpg_280x200_074fc56a.jpg
clubmed joyview 北京延庆度假村(辉煌度假区),无,[北京·北京·延庆县],0.0,内有红酒庄园,158,12,北京,https://imgs.qunarzz.com/sight/p0/1911/99/990a75558815ae04a3.img.jpg_280x200_519eee98.jpg
郭庄子农趣乐园,无,[北京·北京·丰台区],0.0,"郭庄子农趣乐园

这个不插电、无动力儿童乐园

简直太合适孩子户外撒欢儿啦",9.9,41,北京,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
静之湖滑雪场,无,[北京·北京·昌平区],0.0,建有室外滑雪跳台,180,232,北京,https://imgs.qunarzz.com/sight/p0/1512/b1/b18989acafa7fb0190.img.jpg_280x200_65e5a11d.jpg
什刹海后海游船,无,[北京·北京·什刹海],0.0,岸边垂柳毵毵，远山秀色如黛，风光绮丽,119,61,北京,https://imgs.qunarzz.com/sight/p0/201403/10/ee382d9f9a3f1ae0afcb19ce9b45683f.jpg_280x200_79cdee4e.jpg
东方威尼斯国际温泉酒店,无,[北京·北京·丰台区],0.0,设有男士露天温泉,189,32,北京,https://imgs.qunarzz.com/sight/p0/1909/ea/ea1ab822ee448fa3.img.jpg_280x200_d050d413.jpg
奥林匹克森林公园,无,[北京·北京·奥林匹克公园],0.0,适宜户外运动的城市绿肺,0.7,39,北京,https://imgs.qunarzz.com/sight/p29/201211/05/d3229a9a5492021593835fbb.jpg_280x200_79b86a6f.jpg
南宫露营运动乐园,无,[北京·北京·丰台区],0.0,南宫露营运动乐园位于北京市丰台区王佐镇国家AAAA级南宫旅游景区内，占地面积500亩，毗邻京石高速王佐南宫出口，交通便利,20,45,北京,https://imgs.qunarzz.com/sight/p0/2204/6d/6d82cfc43a8e6ab1a3.water.jpg_280x200_ffe62ca2.jpg
熊猫馆,无,[北京·北京·北京动物园],0.0,建筑结构独特，院内熊猫憨态可掬,14,14,北京,https://imgs.qunarzz.com/sight/p0/201308/27/79cb1ffa512fed94c8d65eac.jpg_280x200_ad38570a.jpg
清凉谷风景区,无,[北京·北京·密云县],0.7,边玩项目边欣赏山水风光,5,65,北京,https://imgs.qunarzz.com/sight/p0/1905/2e/2ed0bf2cfb2ed1d6a3.img.jpg_280x200_54ad39f6.jpg
东六宫,无,[北京·北京·故宫博物院],0.0,明清时期后宫嫔妃居住之地,80,4,北京,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
万达宝贝王(北京槐房店),无,[北京·北京·丰台区],0.0,万达宝贝王乐园是中国创新型动漫亲子乐园，每个乐园面积3000-5000平米，在游乐中融入早教、主题摄影、生日派对、亲子餐,19.9,46,北京,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
